class,BJ_5G,Santi-2G,BJ_2G,ARI_2G,VIVOFIBRA-1EB0,Santi-5G,Unnamed: 6,Lais,#NET-CLARO-WIFI,CLARO_2G46D856,ANA 2.4G,Rubens_2.4,INA ,plenna_inteligenti,Unnamed: 15,Familia,Unnamed: 17,VIVOFIBRA-FF20,InÃ¡ Corp,Cozinha da InÃ¡,((TURIS)),Maria_2G,BUCKER,AMNET85_8295,CLARO_2G92213C,Unnamed: 26,VIVOFIBRA-F7E8,((Internacional)),2G Lucineia,ALEXANDRE1,andre,Unnamed: 32,CLARO_2G743AC1,INA _EXT,CasadoTapeceiro,Unnamed: 36,"Living Room TV.v,","Gourmet TV.b,",Sabadotto,Apt_304_2.0_EXT,Unnamed: 41,APT1104,ROMEU_2g,Ari,DIRECT-99-HP DeskJet 2700 series,VIVOFIBRA-4CD1,VIVO 1401,CLARO_2G69D958,CAMARGO 08,Apt_304_2.0,VIVOFIBRA-1404,NET_2G294992,CLARO_2G988AD9,Unnamed: 54,NET_2G5E3A5E,Cozinha da In@ 2G,PATRICIA 2G,VIVOFIBRA-1EB0-5G,Willian,LIGUE-IRAN,Unnamed: 61,
p,-70.0,-47.0,-65.0,-91.0,-90.0,-59.0,-100.0,-95.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-84.0,-100.0,-93.0,-89.0,-90.0,-100.0,-87.0,-89.0,-91.0,-81.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-50.0,-91.0,-83.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-70.0,-47.0,-72.0,-91.0,-90.0,-59.0,-100.0,-95.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-84.0,-100.0,-93.0,-89.0,-90.0,-100.0,-87.0,-89.0,-91.0,-81.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-66.0,-91.0,-83.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-70.0,-45.0,-72.0,-91.0,-90.0,-59.0,-100.0,-92.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-84.0,-100.0,-93.0,-89.0,-90.0,-100.0,-87.0,-89.0,-91.0,-81.0,-100.0,-89.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-66.0,-93.0,-95.0,-88.0,-82.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-71.0,-45.0,-72.0,-91.0,-90.0,-57.0,-100.0,-92.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-87.0,-89.0,-91.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-66.0,-93.0,-95.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-71.0,-45.0,-68.0,-91.0,-90.0,-57.0,-100.0,-92.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-66.0,-93.0,-95.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-71.0,-43.0,-68.0,-87.0,-90.0,-57.0,-100.0,-92.0,-91.0,-84.0,-87.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-93.0,-100.0,-66.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-43.0,-65.0,-87.0,-90.0,-50.0,-100.0,-92.0,-91.0,-84.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-87.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-91.0,-89.0,-91.0,-95.0,-90.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-91.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-75.0,-52.0,-64.0,-94.0,-90.0,-50.0,-100.0,-87.0,-84.0,-89.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-92.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-62.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-75.0,-52.0,-73.0,-94.0,-90.0,-50.0,-100.0,-87.0,-84.0,-89.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-93.0,-95.0,-86.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-75.0,-48.0,-73.0,-94.0,-90.0,-50.0,-100.0,-88.0,-92.0,-84.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-93.0,-93.0,-93.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-77.0,-48.0,-73.0,-94.0,-90.0,-57.0,-100.0,-88.0,-92.0,-84.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-93.0,-93.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-77.0,-48.0,-70.0,-94.0,-80.0,-57.0,-100.0,-88.0,-92.0,-84.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-90.0,-91.0,-100.0,-84.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-93.0,-93.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-72.0,-41.0,-70.0,-84.0,-80.0,-46.0,-100.0,-88.0,-92.0,-86.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-90.0,-91.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-93.0,-91.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-72.0,-41.0,-70.0,-84.0,-80.0,-46.0,-100.0,-88.0,-92.0,-86.0,-91.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-100.0,-91.0,-100.0,-88.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-76.0,-100.0,-93.0,-91.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-72.0,-41.0,-68.0,-84.0,-93.0,-46.0,-100.0,-88.0,-92.0,-86.0,-95.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-89.0,-100.0,-88.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-100.0,-93.0,-91.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-45.0,-68.0,-91.0,-93.0,-42.0,-100.0,-92.0,-89.0,-85.0,-95.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-89.0,-100.0,-86.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-89.0,-93.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-45.0,-68.0,-91.0,-93.0,-42.0,-100.0,-92.0,-89.0,-85.0,-95.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-89.0,-100.0,-86.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-89.0,-93.0,-88.0,-100.0,-100.0,-100.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-45.0,-67.0,-91.0,-93.0,-42.0,-100.0,-92.0,-89.0,-85.0,-94.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-80.0,-100.0,-86.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-65.0,-89.0,-93.0,-88.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-68.0,-43.0,-67.0,-84.0,-93.0,-42.0,-100.0,-92.0,-86.0,-90.0,-94.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-80.0,-94.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-65.0,-88.0,-88.0,-86.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-67.0,-84.0,-93.0,-47.0,-100.0,-92.0,-86.0,-90.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-91.0,-93.0,-100.0,-88.0,-80.0,-94.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-95.0,-100.0,-65.0,-88.0,-88.0,-86.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-84.0,-88.0,-47.0,-100.0,-92.0,-86.0,-90.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-91.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-88.0,-88.0,-86.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-47.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-47.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-47.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-47.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-47.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-43.0,-61.0,-91.0,-88.0,-50.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-66.0,-43.0,-61.0,-91.0,-88.0,-50.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-66.0,-43.0,-61.0,-91.0,-88.0,-50.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-80.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-60.0,-86.0,-88.0,-90.0,-100.0,-100.0,-91.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-66.0,-43.0,-53.0,-91.0,-90.0,-50.0,-100.0,-92.0,-89.0,-84.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-81.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-53.0,-86.0,-88.0,-90.0,-100.0,-100.0,-92.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-66.0,-48.0,-53.0,-88.0,-90.0,-50.0,-100.0,-95.0,-94.0,-87.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-93.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-80.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-53.0,-89.0,-88.0,-92.0,-100.0,-100.0,-92.0,-87.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-78.0,-48.0,-53.0,-88.0,-90.0,-54.0,-100.0,-95.0,-94.0,-87.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-93.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-80.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-53.0,-89.0,-88.0,-92.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-78.0,-48.0,-68.0,-88.0,-84.0,-54.0,-100.0,-95.0,-94.0,-87.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-93.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-80.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-68.0,-89.0,-88.0,-92.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-78.0,-49.0,-68.0,-89.0,-84.0,-54.0,-100.0,-90.0,-95.0,-87.0,-94.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-95.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-80.0,-100.0,-100.0,-95.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-68.0,-89.0,-88.0,-92.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
p,-73.0,-49.0,-68.0,-89.0,-84.0,-49.0,-100.0,-90.0,-95.0,-87.0,-100.0,-100.0,-100.0,-100.0,-100.0,-85.0,-100.0,-95.0,-93.0,-93.0,-100.0,-90.0,-87.0,-93.0,-80.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-92.0,-100.0,-68.0,-89.0,-100.0,-92.0,-100.0,-100.0,-92.0,-100.0,-100.0,-100.0,-94.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0
